TRADEDATE,SBER_price,TATN_price,SBERP_price,PIKK_price,PLZL_price,AFKS_price,RUAL_price,GAZP_price,GMKN_price,MOEX_price,SBER_ret,TATN_ret,SBERP_ret,PIKK_ret,PLZL_ret,AFKS_ret,RUAL_ret,GAZP_ret,GMKN_ret,MOEX_ret
2017-06-30,145.59,375.6,120.29,296.9,3971.08,12.13,29.05,118.49,8068.0,104.33,0.0124478442280944,-0.0085785931107298,0.046,0.0060996272450015,-0.0146203473945409,0.0083125519534499,0.0330725462304408,-0.0056226921785834,-0.0136919315403423,-0.0204675617312929
2017-07-03,147.5,389.15,120.4,303.5,3955.0,12.4,29.41,119.86,8246.0,105.75,0.0131190329006112,0.0360756123535674,0.0009144567295702,0.0222297069720445,-0.0040492762674133,0.0222588623248145,0.0123924268502582,0.0115621571440627,0.0220624690133861,0.0136106584874915
2017-07-04,149.39,383.4,123.4,308.0,3923.78,12.78,29.27,122.73,8197.0,106.0,0.0128135593220337,-0.0147757933958627,0.0249169435215947,0.014827018121911,-0.0078938053097344,0.0306451612903224,-0.004760285617137,0.0239446020357083,-0.0059422750424448,0.0023640661938533
2017-07-05,148.96,388.5,125.01,302.4,3905.71,12.62,30.08,122.7,8288.0,107.6,-0.0028783720463215,0.013302034428795,0.0130470016207455,-0.0181818181818183,-0.0046052530977781,-0.0125195618153364,0.0276733857191664,-0.0002444390124664,0.0111016225448334,0.0150943396226415
2017-07-06,150.35,370.95,123.87,300.0,3939.95,12.495,30.19,122.68,8343.0,109.0,0.0093313641245971,-0.0451737451737451,-0.0091192704583633,-0.0079365079365079,0.0087666519019589,-0.009904912836767,0.0036569148936171,-0.000162999185004,0.0066361003861004,0.0130111524163569
2017-07-07,152.16,369.1,125.5,295.2,3995.0,12.4,30.34,123.0,8373.0,108.9,0.0120385766544728,-0.0049871950397626,0.0131589569710179,-0.016,0.0139722585311996,-0.0076030412164864,0.0049685326266974,0.0026084121291163,0.0035958288385473,-0.0009174311926605
2017-07-10,155.0,365.5,127.55,295.0,3994.97,12.485,30.14,124.25,8515.0,111.64,0.0186645636172451,-0.0097534543484151,0.0163346613545816,-0.0006775067750677,-7.509386733439705e-06,0.0068548387096774,-0.0065919578114699,0.0101626016260163,0.0169592738564432,0.0251606978879705
2017-07-11,156.91,367.05,129.0,292.4,4047.97,12.52,29.91,124.78,8591.0,111.27,0.0123225806451612,0.0042407660738714,0.0113680909447275,-0.0088135593220339,0.0132666828536884,0.0028033640368441,-0.0076310550763105,0.0042655935613682,0.0089254257193187,-0.0033142242923683
2017-07-12,160.85,374.0,133.99,294.0,4031.12,12.055,30.11,124.87,8600.0,114.65,0.0251099356318909,0.0189347500340553,0.0386821705426356,0.0054719562243503,-0.0041625802562765,-0.0371405750798722,0.0066867268472081,0.0007212694342042,0.0010476079618204,0.0303765615170308
2017-07-13,159.94,377.8,134.6,292.0,4059.0,12.0,30.64,125.55,8496.0,114.13,-0.0056574448243704,0.0101604278074867,0.0045525785506379,-0.0068027210884353,0.0069161920260374,-0.0045624222314392,0.0176021255396878,0.0054456634900295,-0.0120930232558139,-0.0045355429568252
2017-07-14,161.4,378.0,134.51,298.4,3925.81,11.91,31.03,125.0,8480.0,111.38,0.0091284231586845,0.0005293806246691,-0.000668647845468,0.0219178082191779,-0.0328135008622814,-0.0074999999999999,0.0127284595300261,-0.0043807248108322,-0.0018832391713747,-0.024095329886971
2017-07-17,161.98,377.3,133.67,299.6,3941.49,11.61,32.2,125.14,8593.0,112.0,0.0035935563816604,-0.0018518518518517,-0.0062448888558471,0.0040214477211797,0.0039940802025568,-0.0251889168765743,0.0377054463422494,0.00112,0.0133254716981132,0.0055665289998205
2017-07-18,161.7,371.75,132.7,295.4,3935.0,11.405,31.59,124.49,8574.0,111.0,-0.0017286084701815,-0.0147097800159025,-0.0072566768908506,-0.0140186915887852,-0.0016465854283531,-0.0176571920757967,-0.018944099378882,-0.0051941825155825,-0.0022111020598161,-0.0089285714285713
2017-07-19,164.34,386.5,134.72,296.6,3932.0,11.3,32.1,120.11,8693.0,113.87,0.016326530612245,0.0396772024209819,0.0152223059532781,0.0040622884224781,-0.0007623888182973,-0.0092064883822883,0.0161443494776829,-0.0351835488794279,0.0138791695824584,0.0258558558558559
2017-07-20,163.93,386.7,134.69,295.9,3900.0,11.11,31.77,120.6,8410.0,112.2,-0.0024948277960326,0.0005174644243208,-0.0002226840855107,-0.0023600809170601,-0.0081383519837232,-0.0168141592920355,-0.0102803738317757,0.0040795937057696,-0.0325549292534222,-0.0146658470185299
2017-07-21,162.1,385.1,133.75,294.5,3885.15,11.22,30.93,118.95,8388.0,109.9,-0.0111633014091381,-0.0041375743470389,-0.0069789887890712,-0.0047313281514024,-0.0038076923076922,0.0099009900990099,-0.0264400377714825,-0.0136815920398009,-0.002615933412604,-0.0204991087344028
2017-07-24,161.33,386.75,134.35,294.0,3929.97,11.13,31.21,119.17,8585.0,110.0,-0.0047501542257863,0.004284601402233,0.0044859813084112,-0.0016977928692699,0.0115362341222344,-0.0080213903743315,0.0090526996443582,0.0018495166036149,0.0234859322842155,0.0009099181073701
2017-07-25,160.22,380.2,134.0,281.2,3906.0,11.01,31.44,118.4,8675.0,109.93,-0.0068803074443687,-0.0169360051712993,-0.0026051358392258,-0.0435374149659864,-0.006099283200635,-0.0107816711590297,0.0073694328740787,-0.0064613577242593,0.0104834012813046,-0.0006363636363635
2017-07-26,161.55,389.8,135.21,287.8,3896.0,11.005,31.79,119.0,8646.0,109.89,0.0083010860067407,0.0252498684902684,0.0090298507462687,0.0234708392603131,-0.0025601638504864,-0.0004541326067211,0.0111323155216285,0.0050675675675675,-0.0033429394812679,-0.0003638679159465
2017-07-27,166.0,388.1,137.24,290.5,3903.06,11.16,32.49,118.68,8865.0,109.71,0.0275456515010832,-0.0043612108773729,0.0150136824199393,0.009381514940931,0.0018121149897329,0.0140845070422535,0.0220195029883611,-0.002689075630252,0.0253296321998612,-0.0016380016380016
2017-07-28,165.4,379.0,136.22,287.2,3888.0,11.105,31.88,116.9,8831.0,108.9,-0.0036144578313253,-0.0234475650605514,-0.0074322354998543,-0.0113597246127367,-0.0038585110144347,-0.0049283154121863,-0.0187750076946753,-0.0149983147960903,-0.0038353073886069,-0.0073831009023789
2017-07-31,164.53,390.1,134.99,292.8,3909.75,12.0,32.3,116.1,8930.0,107.05,-0.0052599758162031,0.029287598944591,-0.0090295110850094,0.0194986072423399,0.0055941358024691,0.0805943268797837,0.0131744040150563,-0.0068434559452524,0.0112105084361906,-0.0169880624426079
2017-08-01,166.31,389.8,136.44,291.5,3918.0,11.9,33.45,117.99,9055.0,109.2,0.0108186956785996,-0.0007690335811331,0.0107415364101044,-0.0044398907103825,0.0021101093420294,-0.0083333333333333,0.0356037151702788,0.0162790697674417,0.0139977603583427,0.0200840728631481
2017-08-02,169.9,392.0,138.9,295.1,3942.0,12.065,33.69,119.09,9142.0,110.73,0.0215861944561361,0.0056439199589533,0.0180299032541777,0.0123499142367067,0.006125574272588,0.0138655462184873,0.0071748878923765,0.0093228239681328,0.0096079514080618,0.0140109890109889
2017-08-03,170.0,392.6,138.4,294.7,3921.0,12.03,36.4,119.58,9095.0,109.42,0.0005885815185402,0.0015306122448979,-0.0035997120230381,-0.0013554727211115,-0.0053272450532724,-0.0029009531703274,0.0804392994953993,0.0041145352254596,-0.0051411069787792,-0.0118305788855775
2017-08-04,169.73,382.95,138.77,294.4,3954.0,11.835,35.42,119.45,9099.0,109.21,-0.0015882352941176,-0.0245797249108508,0.0026734104046242,-0.001017984390906,0.0084162203519511,-0.0162094763092267,-0.0269230769230768,-0.0010871383174443,0.0004398020890599,-0.0019192103820143
2017-08-07,172.79,387.0,139.95,290.0,3956.0,11.6,37.69,119.5,9270.0,110.75,0.0180286337123667,0.0105757931844887,0.0085032788066583,-0.0149456521739129,0.0005058168942841,-0.0198563582594001,0.0640880858272161,0.0004185851820845,0.0187932739861522,0.0141012727772182
2017-08-08,175.75,401.0,143.5,292.0,3951.0,11.4,40.02,119.67,9200.0,114.95,0.0171306209850108,0.0361757105943152,0.0253662022150769,0.0068965517241379,-0.0012639029322547,-0.0172413793103447,0.0618201114353942,0.0014225941422594,-0.0075512405609492,0.0379232505643341
2017-08-09,173.4,389.9,141.9,291.0,4032.0,11.48,40.31,118.68,9269.0,115.0,-0.0133712660028448,-0.0276807980049875,-0.011149825783972,-0.0034246575342465,0.0205011389521641,0.0070175438596491,0.0072463768115942,-0.0082727500626722,0.0075,0.0004349717268377
2017-08-10,172.2,388.15,141.0,289.8,4203.0,11.4,40.45,118.05,9180.0,112.51,-0.0069204152249136,-0.004488330341113,-0.0063424947145878,-0.0041237113402061,0.0424107142857141,-0.0069686411149826,0.0034730836020837,-0.0053083923154702,-0.0096018988024597,-0.0216521739130434
2017-08-11,172.05,379.45,141.8,293.5,4300.0,11.56,39.48,116.93,9000.0,111.92,-0.0008710801393726,-0.0224140152003091,0.0056737588652482,0.012767425810904,0.0230787532714726,0.0140350877192982,-0.0239802224969098,-0.0094875052943667,-0.0196078431372549,-0.0052439783130389
2017-08-14,172.51,377.0,141.67,294.8,4310.0,11.82,39.06,117.4,9050.0,114.25,0.0026736413833186,-0.0064567136645143,-0.0009167842031031,0.0044293015332197,0.0023255813953488,0.0224913494809688,-0.0106382978723402,0.0040194988454631,0.0055555555555555,0.0208184417441028
2017-08-15,172.33,377.35,141.5,293.9,4312.0,11.77,38.32,117.59,8919.0,114.56,-0.0010434177728826,0.0009283819628647,-0.0011999717653701,-0.0030529172320218,0.0004640371229698,-0.0042301184433164,-0.0189452124935995,0.0016183986371378,-0.0144751381215469,0.0027133479212253
2017-08-16,173.05,379.25,141.72,292.2,4310.0,11.705,39.86,116.75,8725.0,114.0,0.004178030522834,0.005035113290049,0.0015547703180212,-0.0057842803674719,-0.0004638218923933,-0.0055225148683092,0.0401878914405009,-0.0071434645803214,-0.0217513174122659,-0.0048882681564246
2017-08-17,172.72,381.5,140.98,294.6,4343.0,11.53,40.76,116.22,8768.0,111.7,-0.0019069633054031,0.0059327620303231,-0.0052215636466271,0.0082135523613964,0.0076566125290022,-0.0149508756941478,0.0225790265930756,-0.0045396145610278,0.0049283667621775,-0.0201754385964911
2017-08-18,169.5,380.95,138.74,295.0,4330.0,11.55,40.18,116.0,8899.0,109.4,-0.0186428902269568,-0.0014416775884665,-0.0158887785501488,0.0013577732518668,-0.0029933225880727,0.0017346053772768,-0.0142296368989204,-0.0018929616245052,0.0149406934306568,-0.0205908683974932
2017-08-21,169.9,375.5,140.9,295.5,4300.0,11.68,39.98,115.92,9005.0,108.09,0.0023598820058996,-0.0143063394146213,0.0155686896352889,0.0016949152542373,-0.0069284064665127,0.011255411255411,-0.0049776007964161,-0.0006896551724138,0.0119114507248005,-0.0119744058500914
2017-08-22,171.0,381.25,141.83,296.5,4310.0,11.575,40.35,116.0,9071.0,107.2,0.0064743967039435,0.0153129161118508,0.0066004258339247,0.003384094754653,0.0023255813953488,-0.0089897260273973,0.0092546273136568,0.0006901311249136,0.0073292615213769,-0.0082338791747618
2017-08-23,175.3,382.15,143.5,295.5,4320.0,11.2,40.93,115.75,9130.0,107.65,0.0251461988304093,0.0023606557377049,0.0117746598039905,-0.0033726812816189,0.0023201856148491,-0.0323974082073433,0.0143742255266419,-0.0021551724137931,0.006504244295006,0.0041977611940298
2017-08-24,179.8,383.2,147.24,295.6,4336.0,11.435,41.3,116.56,9220.0,108.25,0.0256702795208214,0.0027476121941645,0.0260627177700349,0.0003384094754654,0.0037037037037037,0.020982142857143,0.0090398240899094,0.0069978401727861,0.0098576122672509,0.0055736182071528
2017-08-25,180.51,385.5,149.7,295.3,4310.0,11.44,40.26,117.85,9150.0,107.27,0.0039488320355949,0.0060020876826722,0.0167074164629175,-0.0010148849797023,-0.0059963099630996,0.0004372540445998,-0.0251815980629539,0.011067261496225,-0.0075921908893709,-0.0090531177829099
2017-08-28,181.85,388.0,150.75,290.5,4316.0,11.3,39.02,118.75,9289.0,106.21,0.0074234114453493,0.0064850843060959,0.0070140280561123,-0.0162546562817473,0.0013921113689094,-0.0122377622377621,-0.0307998012916044,0.0076368264743318,0.0151912568306011,-0.009881607159504
2017-08-29,181.89,382.85,149.95,292.0,4523.0,11.375,39.36,118.3,9473.0,104.84,0.0002199615067361,-0.0132731958762886,-0.0053067993366501,0.0051635111876076,0.0479610750695087,0.0066371681415928,0.0087134802665298,-0.0037894736842105,0.0198083754979008,-0.012898973731287
2017-08-30,183.5,381.55,154.0,291.9,4607.0,11.215,40.35,118.2,9500.0,105.2,0.0088515036560559,-0.0033955857385399,0.0270090030010003,-0.0003424657534247,0.018571744417422,-0.014065934065934,0.0251524390243902,-0.0008453085376162,0.0028502058482,0.0034338038916443
2017-08-31,183.51,388.0,157.98,289.9,4547.0,11.75,41.24,117.97,9790.0,105.39,5.449591280659583e-05,0.0169047307037084,0.0258441558441557,-0.0068516615279204,-0.0130236596483611,0.0477039679001338,0.0220570012391574,-0.0019458544839255,0.0305263157894737,0.00180608365019
2017-09-01,183.66,386.15,157.8,292.7,4608.0,11.955,40.68,117.4,9803.0,105.25,0.0008173941474578,-0.0047680412371134,-0.0011393847322443,0.0096585029320455,0.0134154387508247,0.0174468085106382,-0.0135790494665374,-0.0048317368822581,0.0013278855975484,-0.0013283992788689
2017-09-04,184.1,385.4,158.35,290.0,4700.0,12.545,40.19,117.0,9746.0,107.4,0.0023957312425133,-0.0019422504208209,0.0034854245880859,-0.0092244619063887,0.0199652777777776,0.0493517356754495,-0.0120452310717797,-0.0034071550255536,-0.0058145465673773,0.0204275534441806
2017-09-05,184.14,386.0,159.35,298.7,4676.0,13.645,39.98,116.0,9692.0,111.22,0.0002172732210754,0.0015568240788792,0.0063151247237132,0.03,-0.0051063829787234,0.0876843363889996,-0.0052251803931326,-0.0085470085470085,-0.0055407346603735,0.0355679702048417
2017-09-06,183.12,392.5,158.0,314.0,4652.0,14.095,41.21,117.14,9825.0,112.51,-0.0055392636037796,0.016839378238342,-0.0084719171634766,0.0512219618346168,-0.0051325919589392,0.0329791132282888,0.0307653826913458,0.0098275862068966,0.0137226578621543,0.0115986333393274
2017-09-07,184.0,389.4,161.43,312.5,4666.0,13.815,40.99,117.95,9660.0,113.4,0.0048055919615552,-0.0078980891719745,0.0217088607594937,-0.0047770700636943,0.0030094582975064,-0.0198652004256829,-0.0053385100703712,0.0069148028000682,-0.0167938931297709,0.0079104079637366
2017-09-08,185.89,395.85,162.0,314.2,4747.0,13.745,40.89,120.34,9675.0,111.69,0.0102717391304347,0.0165639445300462,0.0035309422040512,0.0054399999999998,0.0173596228032575,-0.0050669562070213,-0.0024396194193706,0.0202628232301822,0.0015527950310558,-0.0150793650793651
2017-09-11,190.5,391.05,162.37,314.5,4778.0,13.4,41.49,121.0,9667.0,112.4,0.0247996126741623,-0.0121258052292535,0.002283950617284,0.0009548058561426,0.0065304402780703,-0.0251000363768642,0.0146735143066765,0.0054844606946984,-0.0008268733850129,0.0063568806518041
2017-09-12,189.32,391.35,160.48,310.5,4693.0,13.87,42.45,121.99,9867.0,112.22,-0.0061942257217848,0.0007671653241274,-0.0116400812958059,-0.012718600953895,-0.0177898702385935,0.0350746268656716,0.0231381055676067,0.008181818181818,0.0206889417606288,-0.0016014234875445
2017-09-13,189.1,384.5,159.63,311.0,4680.0,13.805,43.41,123.55,9650.0,112.65,-0.001162053665751,-0.017503513478983,-0.0052966101694914,0.001610305958132,-0.002770083102493,-0.0046863734679163,0.0226148409893991,0.0127879334371669,-0.0219925002533698,0.0038317590447336
2017-09-14,188.64,391.05,159.24,321.0,4628.0,13.6,42.48,123.33,9560.0,112.49,-0.002432575356954,0.0170351105331598,-0.0024431497838751,0.0321543408360127,-0.011111111111111,-0.0148496921405287,-0.0214236351071182,-0.0017806556050181,-0.0093264248704663,-0.0014203284509544
2017-09-15,188.75,396.6,160.1,316.0,4599.0,14.05,41.56,122.5,9535.0,113.94,0.0005831212892282,0.014192558496356,0.0054006531022354,-0.0155763239875389,-0.0062662057044079,0.0330882352941177,-0.0216572504708096,-0.0067299116192329,-0.0026150627615062,0.0128900346697484
2017-09-18,188.04,395.5,159.25,312.1,4631.0,13.745,42.2,122.72,9547.0,115.0,-0.0037615894039735,-0.002773575390822,-0.005309181761399,-0.0123417721518986,0.0069580343552946,-0.0217081850533809,0.0153994225216553,0.0017959183673468,0.0012585212375457,0.0093031420045637
2017-09-19,184.85,391.05,157.5,310.1,4630.0,13.51,42.3,121.75,9613.0,115.3,-0.0169644756434801,-0.0112515802781288,-0.0109890109890109,-0.0064082024991989,-0.0002159360829194,-0.017097126227719,0.0023696682464453,-0.0079041720990873,0.0069131664397192,0.0026086956521738
2017-09-20,186.47,399.95,158.61,310.1,4629.0,13.59,45.0,122.25,9673.0,116.49,0.0087638625912902,0.0227592379491112,0.0070476190476191,0.0,-0.0002159827213822,0.005921539600296,0.0638297872340425,0.0041067761806981,0.0062415479038802,0.010320901994796
2017-09-21,187.38,409.4,158.6,312.0,4600.0,13.68,45.5,122.34,9710.0,116.3,0.0048801415777337,0.0236279534941867,-6.304772712950601e-05,0.0061270557884551,-0.0062648520198747,0.0066225165562914,0.011111111111111,0.0007361963190184,0.0038250801199213,-0.0016310412910979
2017-09-22,187.55,402.35,157.35,310.0,4450.0,13.5,44.75,121.95,9593.0,116.03,0.0009072473049418,-0.017220322423058,-0.0078814627994956,-0.0064102564102563,-0.0326086956521739,-0.013157894736842,-0.0164835164835165,-0.0031878371750858,-0.0120494335736354,-0.0023215821152192
2017-09-25,191.2,412.1,158.25,314.7,4435.0,13.58,43.07,123.03,9650.0,115.26,0.0194614769394827,0.0242326332794831,0.0057197330791229,0.0151612903225806,-0.0033707865168539,0.0059259259259258,-0.0375418994413407,0.0088560885608854,0.0059418325862607,-0.0066362147720416
2017-09-26,192.54,405.7,158.37,318.6,4362.0,13.685,42.03,123.03,9607.0,116.8,0.0070083682008368,-0.0155302111138073,0.0007582938388626,0.0123927550047664,-0.0164599774520857,0.0077319587628865,-0.024146737868586,0.0,-0.0044559585492227,0.0133610966510497
2017-09-27,193.7,410.95,158.03,315.1,4445.0,13.7,42.6,123.36,9649.0,117.1,0.0060247221356601,0.0129405964998767,-0.0021468712508682,-0.0109855618330194,0.0190279688216414,0.0010960906101569,0.0135617416131335,0.002682272616435,0.004371812220256,0.0025684931506848
2017-09-28,191.96,411.65,156.06,317.0,4438.0,13.485,42.1,122.5,9648.0,114.94,-0.0089829633453794,0.0017033702396884,-0.0124659874707333,0.0060298317994287,-0.0015748031496063,-0.0156934306569342,-0.0117370892018778,-0.0069714656290531,-0.0001036376826614,-0.0184457728437232
2017-09-29,192.33,411.25,155.7,316.3,4450.0,13.36,43.25,122.2,9920.0,115.5,0.001927484892686,-0.0009716992590792,-0.0023068050749712,-0.0022082018927443,0.0027039206849932,-0.0092695587690025,0.0273159144893111,-0.0024489795918367,0.0281923714759535,0.0048721071863582
2017-10-02,193.0,403.15,157.94,317.7,4520.0,13.105,43.2,121.9,10134.0,115.67,0.0034835959028751,-0.0196960486322188,0.0143866409762363,0.0044261776794181,0.0157303370786516,-0.0190868263473052,-0.0011560693641617,-0.0024549918166939,0.0215725806451612,0.0014718614718614
2017-10-03,192.5,404.85,157.67,319.3,4526.0,13.09,44.67,120.78,10253.0,117.22,-0.0025906735751295,0.0042167927570384,-0.0017095099404838,0.0050361976707586,0.0013274336283186,-0.0011446012972148,0.0340277777777777,-0.0091878589007383,0.0117426485099665,0.0134001901962479
2017-10-04,192.03,414.8,159.15,321.2,4545.0,13.08,44.2,121.76,10213.0,119.0,-0.0024415584415584,0.0245770038285784,0.0093866937274054,0.0059505167554023,0.0041979673000442,-0.0007639419404125,-0.0105216028654577,0.0081139261467131,-0.0039012971813128,0.015185121992834
2017-10-05,193.74,419.95,160.37,324.3,4578.0,13.045,44.45,123.5,10328.0,119.43,0.0089048586158413,0.0124156219864994,0.0076657241595978,0.0096513075965132,0.0072607260726071,-0.0026758409785933,0.005656108597285,0.0142904073587384,0.0112601586213649,0.0036134453781513
2017-10-06,194.16,425.0,160.25,320.5,4543.0,13.04,44.63,123.47,10313.0,119.69,0.0021678538247134,0.0120252411001309,-0.0007482696264887,-0.0117175454825778,-0.0076452599388379,-0.0003832886163281,0.0040494938132733,-0.0002429149797571,-0.0014523625096823,0.0021770074520639
2017-10-09,194.0,421.1,160.38,315.4,4585.0,13.16,44.0,124.81,10438.0,118.89,-0.0008240626287597,-0.0091764705882352,0.0008112324492979,-0.0159126365054602,0.0092449922958397,0.0092024539877302,-0.0141160654268429,0.010852838746254,0.0121206244545719,-0.0066839334948617
2017-10-10,193.21,424.35,158.19,319.0,4597.0,13.085,41.7,124.44,10254.0,117.35,-0.0040721649484535,0.0077178817383043,-0.0136550692106247,0.0114140773620798,0.0026172300981461,-0.0056990881458965,-0.0522727272727272,-0.0029645060491948,-0.0176278980647633,-0.012953149970561
2017-10-11,195.83,427.9,159.6,324.8,4590.0,13.15,41.22,126.0,10275.0,117.78,0.0135603747218053,0.0083657358312712,0.0089133320690308,0.0181818181818183,-0.0015227322166629,0.0049675200611387,-0.0115107913669065,0.012536162005786,0.0020479812755997,0.0036642522368981
2017-10-12,195.51,428.6,158.7,326.3,4620.0,13.145,41.4,125.93,10155.0,118.4,-0.0016340703671553,0.0016358962374387,-0.0056390977443608,0.0046182266009853,0.0065359477124182,-0.0003802281368822,0.0043668122270741,-0.0005555555555555,-0.0116788321167883,0.0052640516216675
2017-10-13,196.48,430.2,160.0,325.3,4625.0,13.3,40.79,126.86,10490.0,120.49,0.0049613830494603,0.0037330844610359,0.0081915563957153,-0.0030646644192461,0.001082251082251,0.0117915557246102,-0.0147342995169081,0.0073850551893908,0.0329886755292958,0.0176520270270268
2017-10-16,197.7,429.75,163.95,309.8,4667.0,13.52,40.5,127.17,10780.0,121.71,0.0062092833876221,-0.0010460251046024,0.0246874999999999,-0.0476483246234245,0.009081081081081,0.0165413533834586,-0.0071095856827653,0.0024436386567869,0.0276453765490942,0.0101253216034524
2017-10-17,197.2,425.3,162.32,311.5,4656.0,13.4,40.4,125.15,10730.0,120.45,-0.0025290844714213,-0.0103548574752763,-0.009942055504727,0.0054874112330536,-0.0023569745018212,-0.0088757396449703,-0.0024691358024692,-0.0158842494298969,-0.0046382189239332,-0.0103524771999012
2017-10-18,195.31,421.05,162.0,316.0,4785.0,13.415,40.03,126.7,10756.0,120.47,-0.0095841784989857,-0.0099929461556548,-0.0019714144898964,0.014446227929374,0.0277061855670102,0.0011194029850745,-0.009158415841584,0.0123851378345984,0.0024231127679403,0.0001660440016604
2017-10-19,192.2,415.55,159.01,311.5,4728.0,13.265,38.18,125.5,10527.0,119.5,-0.0159234038195689,-0.0130625816411352,-0.0184567901234568,-0.0142405063291138,-0.0119122257053291,-0.0111815132314572,-0.0462153384961279,-0.0094711917916338,-0.0212904425436964,-0.0080517971279157
2017-10-20,192.97,424.85,160.87,316.9,4784.0,13.44,39.22,126.7,10696.0,119.44,0.0040062434963579,0.0223799783419564,0.0116973775234263,0.0173354735152486,0.0118443316412859,0.013192612137203,0.0272393923520166,0.0095617529880478,0.0160539564928279,-0.0005020920502092
2017-10-23,192.34,418.95,159.89,316.0,4703.0,13.43,39.18,126.8,10673.0,119.28,-0.0032647561797169,-0.0138872543250559,-0.0060918754273637,-0.0028400126222782,-0.0169314381270903,-0.0007440476190475,-0.0010198878123406,0.000789265982636,-0.0021503365744203,-0.001339584728734
2017-10-24,192.5,422.6,160.0,311.5,4740.0,13.3,39.21,126.02,10666.0,120.03,0.0008318602474783,0.0087122568325577,0.0006879729814248,-0.0142405063291138,0.0078673187327238,-0.0096798212956067,0.0007656967840734,-0.0061514195583596,-0.0006558605827789,0.0062877263581488
2017-10-25,192.04,412.0,158.79,312.8,4625.0,13.37,38.92,125.0,10390.0,118.1,-0.0023896103896103,-0.0250828206341694,-0.0075625,0.0041733547351525,-0.0242616033755274,0.0052631578947366,-0.0073960724305024,-0.0080939533407394,-0.0258766172885804,-0.0160793135049571
2017-10-26,192.75,408.35,159.21,314.2,4605.0,13.245,39.2,124.2,10425.0,118.0,0.0036971464278274,-0.0088592233009707,0.0026450028339317,0.0044757033248081,-0.0043243243243242,-0.0093492894540014,0.0071942446043165,-0.0063999999999999,0.0033686236766121,-0.0008467400508043
2017-10-27,196.05,419.85,160.0,312.8,4671.0,13.27,39.06,125.94,10532.0,118.4,0.0171206225680935,0.0281621158320068,0.0049619998743797,-0.0044557606619987,0.0143322475570033,0.0018875047187618,-0.0035714285714285,0.0140096618357488,0.0102637889688248,0.0033898305084745
2017-10-30,195.0,424.3,160.41,312.0,4689.0,13.2,37.3,125.98,10590.0,117.9,-0.0053557765876052,0.0105990234607598,0.0025625,-0.0025575447570332,0.0038535645472062,-0.0052750565184627,-0.0450588837685612,0.0003176115610608,0.0055070262058487,-0.004222972972973
2017-10-31,193.8,436.0,158.52,311.6,4804.0,13.17,37.71,125.9,10592.0,118.02,-0.006153846153846,0.0275748291303323,-0.0117823078361697,-0.0012820512820511,0.0245254851780762,-0.0022727272727272,0.0109919571045578,-0.0006350214319733,0.0001888574126533,0.0010178117048345
2017-11-01,194.05,444.4,159.7,310.9,4816.0,13.065,38.8,126.5,11050.0,118.35,0.0012899896800826,0.0192660550458714,0.0074438556649001,-0.0022464698331194,0.0024979184013322,-0.0079726651480638,0.0289047997878546,0.0047656870532168,0.043240181268882,0.0027961362480934
2017-11-02,193.85,439.0,159.7,310.0,4778.0,13.055,39.17,125.67,11350.0,119.2,-0.0010306622004638,-0.012151215121512,0.0,-0.0028948214860082,-0.0078903654485049,-0.0007654037504783,0.0095360824742269,-0.0065612648221343,0.0271493212669682,0.0071820870299958
2017-11-03,193.8,437.5,160.5,311.4,4830.0,13.02,41.45,125.9,11551.0,120.31,-0.00025793139025,-0.0034168564920273,0.005009392611146,0.0045161290322579,0.0108832147341983,-0.002680965147453,0.0582078121010978,0.0018301901806319,0.0177092511013214,0.0093120805369126
2017-11-07,205.96,491.95,171.4,314.0,4823.0,13.24,40.88,132.28,11610.0,125.0,0.0627450980392156,0.1244571428571428,0.0679127725856698,0.0083493898522801,-0.0014492753623188,0.0168970814132105,-0.013751507840772,0.0506751389992057,0.0051077828759413,0.0389826282104563
2017-11-08,209.09,490.0,178.45,312.9,4823.0,13.32,40.83,132.3,11455.0,127.05,0.015197125655467,-0.003963817461124,0.0411318553092181,-0.0035031847133758,0.0,0.0060422960725075,-0.0012230919765167,0.0001511944360448,-0.0133505598621878,0.0163999999999999
2017-11-09,220.05,491.35,191.06,310.6,4930.0,12.98,40.04,131.5,11465.0,127.81,0.05241761920704,0.0027551020408163,0.0706640515550576,-0.0073505912432085,0.0221853618080032,-0.0255255255255255,-0.0193485182463873,-0.0060468631897203,0.0008729812309036,0.0059818968909879
2017-11-10,217.7,487.0,190.1,313.9,4943.0,12.95,40.75,132.5,11400.0,126.8,-0.0106793910474892,-0.0088531596621553,-0.0050245996022192,0.0106245975531229,0.0026369168356998,-0.0023112480739599,0.0177322677322677,0.0076045627376426,-0.0056694286960313,-0.0079023550582897
2017-11-13,216.61,484.3,188.19,315.2,4994.0,12.925,40.89,133.32,11470.0,125.8,-0.0050068902158932,-0.0055441478439425,-0.0100473435034191,0.0041414463204842,0.0103176208780093,-0.0019305019305018,0.003435582822086,0.0061886792452829,0.0061403508771928,-0.0078864353312302
2017-11-14,221.4,487.5,189.65,316.8,5182.0,12.335,41.15,132.93,11151.0,125.51,0.0221134758321406,0.0066074747057609,0.0077581167968543,0.0050761421319798,0.0376451742090508,-0.0456479690522243,0.0063585228662264,-0.0029252925292527,-0.0278116826503923,-0.0023052464228934
