TRADEDATE,AFKS,AFLT,ALRS,CHMF,GAZP,GMKN,HYDR,IRAO,MAGN,MGNT,MOEX,MTSS,NLMK,NVTK,PHOR,PIKK,PLZL,POLY,ROSN,RTKM,RUAL,SBER,SBERP,SNGS,SNGSP,TATN,TATNP,TRNFP,VTBR,YNDX
2016-08-23,22.685,85.18,75.48,815.0,137.37,9879.0,0.7141,2.648,32.77,10643.0,124.9,237.35,94.14,696.0,2599.0,265.0,4569.0,985.0,351.0,83.51,24.89,140.35,100.8,30.375,32.855,328.2,174.4,160300.0,0.06749,1449.0
2016-08-24,22.9,88.23,75.27,806.3,137.0,9853.0,0.723,2.69,33.135,10250.0,127.0,235.25,93.42,697.5,2586.0,274.0,4578.0,986.5,350.2,83.09,24.73,139.5,100.3,30.26,32.4,326.6,174.6,159000.0,0.0672,1453.0
2016-08-25,23.095,90.99,75.4,802.0,135.42,9760.0,0.7611,2.785,31.85,10289.0,127.01,237.5,92.95,698.8,2580.0,272.0,4560.0,964.0,348.2,82.75,24.25,142.84,102.8,29.525,31.16,325.5,174.0,158200.0,0.0675,1444.5
2016-08-26,23.0,94.0,73.0,791.0,136.2,9597.0,0.7689,2.8895,31.36,10376.0,130.75,237.2,91.5,708.1,2571.0,272.0,4560.0,948.5,350.55,82.3,24.06,145.25,104.09,30.285,31.62,327.55,174.7,158200.0,0.0671,1447.0
2016-08-29,23.08,94.2,73.85,783.5,136.2,9640.0,0.7725,2.8305,31.2,10492.0,132.34,236.05,90.36,695.6,2569.0,273.6,4553.0,927.5,350.6,82.25,24.31,143.55,103.6,30.6,32.08,326.25,173.7,155200.0,0.06738,1442.0
2016-08-30,23.025,99.0,75.61,778.3,135.59,9628.0,0.7646,2.7835,31.35,10475.0,130.63,240.75,91.2,695.7,2574.0,273.7,4586.0,946.5,348.0,82.45,24.57,143.18,102.45,30.5,32.025,325.55,174.2,153800.0,0.0682,1437.5
2016-08-31,22.7,98.65,75.3,752.0,134.95,9571.0,0.7964,2.85,30.515,10262.0,127.07,239.1,90.0,684.9,2586.0,271.8,4600.0,914.0,344.7,82.18,24.1,143.5,101.97,31.19,32.74,317.75,175.0,154900.0,0.06849,1428.0
2016-09-01,22.165,100.27,75.7,764.7,134.99,9631.0,0.7944,2.8645,30.015,10308.0,126.8,237.0,90.1,678.2,2585.0,273.0,4635.0,917.5,341.3,81.95,23.55,144.25,103.32,31.345,32.355,322.85,177.0,152800.0,0.0702,1464.0
2016-09-02,22.11,101.95,76.53,777.0,135.55,9717.0,0.792,2.905,31.075,10544.0,128.45,239.5,91.57,691.5,2591.0,279.0,4646.0,917.5,349.9,81.26,24.28,146.88,104.15,31.12,32.335,321.0,178.1,152500.0,0.07375,1463.0
2016-09-05,21.985,104.7,77.95,781.6,136.05,9710.0,0.797,2.9825,31.0,10734.0,129.29,238.85,91.5,677.9,2602.0,279.9,4602.0,911.0,353.6,82.0,24.36,149.5,105.97,31.06,32.005,326.5,180.0,151000.0,0.0739,1455.5
2016-09-06,22.535,103.97,81.25,789.0,141.4,9926.0,0.808,2.975,31.65,10615.0,130.47,239.9,92.22,680.1,2593.0,279.0,4600.0,918.5,358.0,82.8,24.48,150.64,107.96,31.22,31.71,327.65,180.5,151800.0,0.07425,1441.0
2016-09-07,22.13,107.35,80.37,787.0,143.08,9871.0,0.8324,3.03,31.3,10670.0,129.3,244.6,91.1,680.3,2586.0,278.6,4580.0,923.5,364.0,82.85,24.23,154.33,110.9,30.995,31.58,331.25,180.8,150800.0,0.07545,1418.0
2016-09-08,21.55,105.98,80.33,798.9,141.45,9780.0,0.8259,3.1,31.295,10743.0,129.2,246.35,91.88,679.2,2563.0,283.6,4579.0,897.0,364.75,82.45,24.2,153.45,109.07,31.33,31.22,329.8,178.6,151000.0,0.07638,1409.0
2016-09-09,21.2,103.8,82.44,781.6,138.54,9720.0,0.8262,3.1645,31.545,10544.0,126.55,243.85,91.77,677.9,2585.0,281.7,4576.0,872.0,362.4,81.6,24.0,151.6,107.66,31.3,31.69,320.8,177.5,147800.0,0.07675,1370.0
2016-09-12,20.89,106.0,80.78,782.1,138.93,9690.0,0.8001,3.245,31.425,10372.0,126.67,240.7,88.7,669.3,2553.0,280.0,4628.0,868.5,367.0,81.7,23.63,151.43,107.51,31.46,31.495,319.25,177.2,153000.0,0.075,1350.0
2016-09-13,21.17,104.03,81.14,789.0,138.45,9750.0,0.7775,3.163,30.41,10291.0,122.19,237.4,88.42,653.9,2547.0,281.0,4630.0,838.5,363.9,81.5,23.61,149.8,106.97,31.425,31.25,318.4,178.1,149600.0,0.07455,1326.0
2016-09-14,21.235,103.07,84.0,768.7,139.35,9546.0,0.756,3.169,30.31,10205.0,121.5,235.55,86.21,651.4,2547.0,279.1,4610.0,862.0,367.15,80.95,22.93,150.86,106.93,31.385,31.005,313.7,177.5,148300.0,0.0745,1321.5
2016-09-15,20.86,104.51,84.41,730.4,137.6,9520.0,0.7814,3.17,30.49,10167.0,122.39,230.2,85.67,660.7,2547.0,282.0,4585.0,862.0,367.9,81.35,23.1,149.14,107.31,31.485,30.14,318.25,176.2,147000.0,0.0746,1319.5
2016-09-16,20.16,104.2,84.69,726.4,136.47,9470.0,0.7553,3.069,29.19,10269.0,122.99,232.0,82.74,665.5,2551.0,281.2,4599.0,859.5,360.85,81.25,23.66,147.0,106.06,30.79,29.42,316.7,180.6,143300.0,0.075,1335.0
2016-09-19,20.335,107.53,86.25,735.9,136.59,9505.0,0.782,2.983,28.665,10339.0,127.3,231.0,81.79,658.4,2569.0,281.8,4580.0,876.5,361.2,81.3,23.49,148.66,107.0,30.64,28.84,323.95,176.0,142000.0,0.0745,1341.0
2016-09-20,20.5,108.09,86.6,759.9,137.0,9562.0,0.7848,3.053,29.36,10350.0,127.5,230.5,84.86,639.1,2570.0,282.4,4579.0,875.0,358.8,81.03,22.9,149.3,107.29,30.8,29.735,324.35,175.7,140300.0,0.0745,1341.0
2016-09-21,20.495,111.5,85.58,778.0,136.25,9420.0,0.806,3.1185,29.2,10648.0,127.31,233.0,87.61,643.3,2599.0,282.0,4576.0,874.5,360.0,80.08,22.26,150.67,108.45,31.1,30.0,318.45,174.7,139500.0,0.07471,1348.5
2016-09-22,21.05,113.0,86.7,785.2,136.7,9715.0,0.811,3.18,30.335,10700.0,130.89,234.8,88.94,661.0,2573.0,286.0,4500.0,884.0,360.45,80.7,22.12,154.18,111.47,31.12,30.12,322.45,176.0,137300.0,0.07585,1401.0
2016-09-23,20.805,114.25,88.97,782.0,136.7,9730.0,0.8095,3.1995,29.8,10600.0,129.6,231.85,87.35,665.0,2547.0,286.1,4488.0,811.0,356.05,80.1,22.05,151.5,109.38,30.905,29.825,323.25,177.2,138700.0,0.07529,1398.5
2016-09-26,20.65,117.0,89.99,774.9,135.26,9667.0,0.8057,3.2,29.755,10789.0,127.45,230.7,85.7,662.4,2560.0,285.1,4508.0,801.0,350.35,80.14,22.2,149.1,109.26,30.645,29.9,319.15,177.0,137500.0,0.0748,1370.0
2016-09-27,20.435,117.0,87.0,781.2,133.92,9780.0,0.7914,3.145,28.985,10432.0,123.0,229.9,85.45,663.8,2546.0,292.6,4508.0,798.5,341.0,79.2,21.5,147.53,108.75,30.1,29.81,316.8,178.0,137400.0,0.073,1353.0
2016-09-28,20.3,116.0,86.2,792.2,134.09,9952.0,0.792,3.15,29.845,10555.0,123.89,229.8,85.1,670.5,2535.0,290.3,4550.0,807.0,341.3,79.15,22.01,147.18,109.2,30.335,29.77,319.5,179.0,139100.0,0.07272,1355.0
2016-09-29,20.29,117.49,86.8,779.7,135.31,9918.0,0.7865,3.1515,29.55,10530.0,125.18,230.05,85.5,678.5,2524.0,291.3,4500.0,799.5,349.2,79.2,21.57,148.47,109.0,30.59,29.46,325.85,182.4,139300.0,0.0733,1353.0
2016-09-30,20.31,116.93,86.6,753.0,134.9,9812.0,0.775,3.1905,28.56,10391.0,126.6,227.5,82.94,682.5,2490.0,292.0,4485.0,795.0,342.8,78.82,21.89,145.34,105.82,30.71,28.995,320.25,181.9,135100.0,0.0721,1341.0
2016-10-03,20.7,119.2,86.7,767.0,135.37,9648.0,0.7874,3.223,28.99,10539.0,127.67,229.4,84.9,674.0,2453.0,292.7,4489.0,781.5,346.0,78.87,22.6,148.87,108.55,29.96,28.535,320.65,180.7,134500.0,0.07183,1356.0
2016-10-04,20.51,122.4,88.6,789.0,136.23,9639.0,0.7766,3.198,28.705,10507.0,120.2,229.05,84.65,673.6,2458.0,293.1,4451.0,747.0,346.6,78.89,23.76,148.1,107.82,29.28,28.585,324.45,181.2,137300.0,0.07145,1346.0
2016-10-05,20.8,121.2,88.6,798.2,134.8,9530.0,0.752,3.214,29.19,10490.0,122.6,228.4,84.65,669.0,2440.0,291.4,4464.0,702.5,341.7,79.8,24.0,147.95,108.68,29.175,28.78,326.1,182.0,135500.0,0.0701,1371.0
2016-10-06,20.39,122.0,92.48,797.6,135.9,9475.0,0.752,3.2985,29.715,10590.0,122.25,230.8,86.46,667.0,2439.0,291.4,4447.0,682.0,343.4,79.45,23.19,148.9,111.01,29.355,29.7,326.85,184.0,137000.0,0.07015,1376.5
2016-10-07,20.345,118.77,94.3,799.0,136.1,9401.0,0.7464,3.36,29.545,10411.0,121.67,230.3,86.4,674.1,2421.0,291.0,4429.0,660.0,341.5,79.5,23.15,148.74,111.22,29.38,29.99,326.85,188.2,136200.0,0.07018,1367.0
2016-10-10,20.375,115.8,91.55,808.9,139.1,9406.0,0.7631,3.268,29.0,10491.0,123.29,232.55,87.85,674.5,2423.0,291.0,4425.0,662.0,361.0,80.26,22.73,151.27,113.4,29.5,30.13,325.85,190.5,137400.0,0.07076,1352.5
2016-10-11,20.36,121.9,91.83,817.0,138.98,9450.0,0.766,3.235,29.0,10351.0,124.0,231.95,85.86,681.3,2432.0,289.9,4434.0,654.0,362.05,80.77,22.84,151.3,113.9,29.15,29.695,327.95,189.9,135900.0,0.0702,1350.5
2016-10-12,20.075,119.4,90.51,816.5,138.07,9432.0,0.769,3.223,28.985,10245.0,124.05,232.4,86.75,677.0,2446.0,288.0,4416.0,650.0,363.15,80.23,22.54,149.2,112.32,29.1,30.095,326.9,188.9,143000.0,0.0691,1290.0
2016-10-13,20.25,116.45,87.01,810.7,137.47,9400.0,0.7582,3.22,28.755,10219.0,123.55,221.75,87.9,679.0,2429.0,288.1,4430.0,664.5,359.4,79.75,22.3,146.09,110.65,28.945,30.195,330.6,186.1,145900.0,0.06869,1231.0
2016-10-14,20.51,116.0,86.98,808.0,136.2,9390.0,0.7555,3.243,28.45,10144.0,124.27,219.45,87.04,677.5,2420.0,290.1,4413.0,656.0,353.85,79.96,22.26,146.73,110.6,28.925,30.495,328.5,192.1,142200.0,0.0678,1212.0
2016-10-17,20.63,118.92,88.29,820.1,135.57,9250.0,0.7677,3.262,29.28,10100.0,123.5,219.45,90.02,665.3,2419.0,288.0,4408.0,654.5,348.0,79.3,21.99,146.46,110.19,28.23,30.54,329.05,190.3,143600.0,0.06756,1186.0
2016-10-18,20.65,118.07,87.4,800.0,135.81,9364.0,0.7659,3.333,28.93,10535.0,124.24,220.15,90.37,671.1,2410.0,286.5,4400.0,682.5,345.75,79.65,21.75,147.74,110.92,27.955,30.24,333.8,190.0,140600.0,0.06805,1228.5
2016-10-19,20.515,120.22,87.44,815.0,135.49,9269.0,0.7958,3.316,28.56,10567.0,122.91,218.8,90.0,668.0,2357.0,288.3,4405.0,679.5,345.1,79.28,21.4,148.6,111.86,27.75,29.55,331.4,189.1,141700.0,0.0687,1238.5
2016-10-20,20.67,124.0,87.0,821.5,134.72,9200.0,0.8063,3.2795,28.44,10605.0,119.06,218.8,89.93,661.0,2240.0,283.1,4388.0,683.0,342.8,78.65,21.29,148.26,111.37,27.395,29.7,331.5,189.7,140000.0,0.06715,1234.0
2016-10-21,20.125,126.69,87.27,827.2,134.96,9376.0,0.79,3.181,28.21,10525.0,116.0,217.6,87.71,656.0,2225.0,288.3,4419.0,675.0,344.3,78.8,21.2,148.42,111.75,27.435,29.425,331.3,190.9,138300.0,0.06753,1213.5
2016-10-24,19.89,129.99,86.62,830.4,135.05,9250.0,0.7974,3.23,28.405,10526.0,112.83,217.3,89.61,654.2,2291.0,286.0,4372.0,677.0,347.75,79.13,20.86,149.15,112.2,27.08,29.0,331.0,191.6,144000.0,0.06879,1221.0
2016-10-25,20.51,128.67,87.75,825.0,135.3,9304.0,0.8205,3.25,28.65,10430.0,117.65,217.45,91.9,665.8,2300.0,285.8,4316.0,675.0,348.7,78.86,21.22,151.57,112.82,27.1,29.515,338.95,196.0,149700.0,0.06925,1222.5
2016-10-26,20.04,128.12,87.34,855.7,135.32,9307.0,0.8098,3.2845,29.485,10405.0,117.31,217.2,94.52,668.9,2330.0,285.0,4351.0,669.5,347.6,78.79,21.17,150.67,111.48,27.295,29.17,332.6,193.9,154500.0,0.06915,1194.5
2016-10-27,19.855,126.0,87.49,868.6,135.04,9451.0,0.7949,3.3035,30.035,10450.0,118.8,213.4,96.34,668.9,2353.0,283.1,4388.0,675.5,346.7,78.82,22.61,149.3,112.11,27.12,29.21,334.45,195.0,163000.0,0.06801,1261.0
2016-10-28,19.43,129.19,89.0,866.8,135.0,9345.0,0.803,3.36,30.18,10551.0,117.39,213.3,95.8,665.2,2341.0,281.9,4356.0,681.5,349.9,79.34,23.03,149.2,112.44,27.235,29.17,338.4,196.9,158300.0,0.06822,1270.0
2016-10-31,19.275,129.95,88.6,886.4,138.84,9344.0,0.7949,3.4,31.86,10630.0,116.71,223.5,102.55,660.8,2360.0,285.0,4400.0,687.0,347.65,79.01,23.2,147.4,111.59,27.015,28.73,355.0,203.0,152000.0,0.06775,1256.0
2016-11-01,19.85,134.04,88.8,868.2,141.98,9310.0,0.808,3.436,32.01,10530.0,114.7,223.7,100.16,653.8,2313.0,288.2,4391.0,733.5,354.8,81.55,23.7,145.85,110.22,27.445,28.15,362.55,204.1,153150.0,0.06877,1243.5
2016-11-02,19.8,135.3,87.02,848.8,140.81,9200.0,0.7837,3.434,30.86,10421.0,114.91,220.6,98.95,645.0,2295.0,281.7,4440.0,747.0,348.15,81.5,23.22,142.36,107.6,28.6,29.0,355.9,198.0,156300.0,0.0675,1212.0
2016-11-03,19.835,130.85,84.75,842.8,139.9,9157.0,0.7717,3.435,31.025,10360.0,114.91,220.5,99.7,640.0,2250.0,280.0,4522.0,732.0,342.0,81.14,22.79,142.75,106.52,28.5,29.3,355.0,196.9,162700.0,0.06754,1190.0
2016-11-07,19.0,128.0,81.61,861.0,138.5,9230.0,0.76,3.465,31.17,9740.0,110.17,220.8,104.7,652.3,2259.0,280.0,4500.0,713.0,341.0,81.26,22.85,143.4,106.4,28.23,28.66,355.9,197.0,163100.0,0.06753,1196.0
2016-11-08,18.97,125.15,82.0,864.4,139.32,9400.0,0.7629,3.48,30.15,9860.0,111.2,219.2,102.59,648.1,2331.0,278.2,4439.0,721.5,340.5,81.01,23.25,146.11,106.76,28.685,29.29,353.8,194.7,165900.0,0.06797,1197.0
2016-11-09,19.42,129.1,82.3,878.0,145.62,9590.0,0.7898,3.63,30.405,9651.0,112.99,220.7,104.02,668.0,2340.0,280.8,4460.0,738.0,347.6,82.0,23.42,151.04,110.48,29.5,29.79,364.6,197.8,170750.0,0.0692,1234.0
2016-11-10,20.0,128.9,84.54,922.7,147.4,10046.0,0.7777,3.6755,31.425,9850.0,114.0,224.3,112.66,686.0,2370.0,280.6,4408.0,722.0,351.05,82.15,25.24,153.36,111.8,29.5,29.505,375.0,197.9,165000.0,0.06877,1240.5
2016-11-11,19.445,129.6,87.12,933.0,147.88,10150.0,0.762,3.6,30.925,9910.0,112.2,221.9,117.35,685.4,2416.0,279.8,4471.0,697.0,342.1,81.07,27.1,151.51,113.49,29.5,29.63,357.45,191.0,158600.0,0.06821,1225.0
2016-11-14,19.145,129.5,88.4,925.0,146.26,10380.0,0.7601,3.685,31.635,9870.0,110.0,221.55,117.19,676.5,2440.0,277.6,4479.0,662.5,337.7,82.34,26.86,150.4,113.21,29.665,29.555,361.0,193.8,157150.0,0.06799,1195.0
2016-11-15,19.035,130.0,89.0,916.6,145.9,10367.0,0.763,3.815,31.79,9920.0,111.21,220.25,114.38,679.4,2469.0,277.6,4416.0,635.5,338.0,81.56,26.1,149.85,111.65,29.505,29.51,363.7,195.8,154200.0,0.06804,1170.0
2016-11-16,19.4,129.99,88.18,916.0,145.5,10270.0,0.7913,3.897,32.015,10138.0,111.3,221.6,115.55,692.0,2454.0,277.0,4449.0,645.0,339.25,83.07,25.87,149.94,111.65,29.415,29.44,381.95,197.7,161100.0,0.06815,1164.0
2016-11-17,19.4,128.8,88.01,922.0,147.7,10289.0,0.8098,3.926,32.2,10267.0,109.0,220.8,117.26,700.9,2495.0,279.1,4462.0,635.5,338.15,82.5,26.12,149.75,110.28,29.52,29.695,399.55,203.1,159750.0,0.06802,1150.0
2016-11-18,19.67,129.91,88.52,914.5,146.96,10144.0,0.8072,3.9945,31.685,10351.0,112.62,220.5,115.5,704.7,2492.0,278.5,4454.0,609.0,337.0,82.77,25.3,150.05,111.25,29.595,29.65,386.8,200.0,159000.0,0.06775,1203.5
2016-11-21,19.7,130.19,87.75,907.0,149.6,10137.0,0.8004,4.02,31.9,10380.0,113.03,224.45,114.72,717.0,2538.0,276.4,4444.0,622.0,340.55,82.6,25.3,153.0,111.95,29.43,29.46,398.0,201.0,159500.0,0.0685,1201.0
2016-11-22,19.825,129.2,89.34,943.0,150.0,10277.0,0.8065,4.0435,33.05,10450.0,116.68,223.5,116.5,717.4,2540.0,275.8,4443.0,608.5,341.8,82.66,26.12,155.0,113.81,29.18,29.165,385.85,200.5,158150.0,0.06821,1177.0
2016-11-23,20.3,130.86,89.75,960.2,149.49,10490.0,0.8129,3.99,34.7,10487.0,119.0,225.7,116.9,727.5,2589.0,276.5,4426.0,601.0,347.45,82.95,26.55,155.23,114.5,29.19,29.3,392.4,206.0,166000.0,0.06875,1228.0
2016-11-24,20.72,130.86,91.0,968.0,151.11,10498.0,0.823,3.8695,34.61,10430.0,118.67,228.2,118.0,735.9,2575.0,276.7,4416.0,603.0,346.55,83.94,26.89,161.15,118.24,29.025,29.07,389.6,202.3,166450.0,0.0683,1228.5
2016-11-25,20.555,130.0,89.7,983.6,151.31,10450.0,0.89,3.7995,35.75,10420.0,117.5,227.5,119.39,728.5,2567.0,278.6,4424.0,603.0,341.5,84.25,26.8,160.36,118.0,29.1,29.39,386.1,203.5,167000.0,0.0685,1221.5
2016-11-28,20.75,130.16,90.75,984.0,148.94,10550.0,0.8803,3.948,36.0,10380.0,116.3,229.3,123.06,724.1,2579.0,278.5,4427.0,617.5,336.6,83.54,27.3,159.4,117.03,29.125,29.8,391.0,201.0,172950.0,0.06875,1213.0
2016-11-29,21.7,131.74,88.61,978.5,147.75,10468.0,0.9127,3.8105,35.4,10290.0,114.01,229.55,123.0,719.5,2542.0,278.7,4440.0,623.0,336.75,83.72,27.1,158.07,115.7,29.905,30.75,384.0,201.1,171150.0,0.06876,1215.0
2016-11-30,21.795,134.83,92.49,960.7,148.8,10371.0,0.9401,3.8,34.445,10500.0,118.35,230.25,117.94,732.0,2552.0,279.0,4260.0,608.5,340.2,84.6,26.55,158.7,116.08,29.97,31.415,388.3,200.3,177800.0,0.0694,1201.5
2016-12-01,21.6,135.7,92.8,964.9,152.81,10620.0,0.921,3.8,34.65,10297.0,119.6,239.0,116.15,731.2,2573.0,278.1,4480.0,595.0,338.5,84.8,26.96,158.7,115.4,30.065,31.5,398.5,205.4,188750.0,0.06831,1217.0
2016-12-02,22.0,135.9,92.7,973.0,152.35,10680.0,0.93,3.671,33.55,10350.0,116.7,244.7,115.0,733.0,2565.0,280.9,4478.0,609.0,340.0,85.55,27.06,159.4,116.62,29.635,31.14,397.8,206.7,187200.0,0.06835,1197.5
2016-12-05,22.25,139.0,94.12,967.5,153.78,10830.0,0.968,3.592,33.825,10550.0,119.45,249.25,117.45,760.0,2587.0,281.7,4448.0,589.5,351.5,86.25,27.4,162.02,118.06,30.115,31.72,413.7,214.8,185600.0,0.06866,1199.0
2016-12-06,22.3,139.5,93.23,1007.6,151.5,10900.0,0.945,3.75,33.56,10649.0,119.81,248.45,116.7,761.9,2629.0,278.4,4440.0,599.0,352.65,86.06,28.54,159.35,116.5,30.45,31.8,422.95,217.6,188950.0,0.068,1231.0
2016-12-07,22.84,141.9,91.26,1007.0,151.95,10990.0,0.929,3.734,34.39,10580.0,118.7,250.1,120.51,770.0,2632.0,282.0,4444.0,605.5,356.25,86.94,29.37,159.95,118.21,30.35,31.85,423.5,223.0,188750.0,0.06815,1243.0
2016-12-08,23.49,146.58,91.59,1015.7,153.05,11070.0,0.95,3.87,35.27,10730.0,119.7,254.0,118.5,765.0,2628.0,282.7,4444.0,624.0,375.85,87.9,29.0,168.98,123.75,31.0,33.4,417.8,223.8,205200.0,0.069,1252.0
2016-12-09,23.15,147.68,92.0,1006.0,152.99,10996.0,0.9675,3.849,34.14,10423.0,120.55,256.95,113.0,768.0,2603.0,278.9,4449.0,624.5,370.8,87.49,28.5,169.66,121.9,30.905,33.27,417.3,224.9,204700.0,0.07523,1248.0
2016-12-12,22.515,150.2,95.0,968.9,158.63,10909.0,0.983,3.8345,34.5,10350.0,125.0,261.9,109.42,764.8,2537.0,275.5,4430.0,587.0,388.15,88.31,27.98,175.4,126.3,30.2,32.095,394.0,224.2,202500.0,0.0734,1239.0
2016-12-13,22.395,152.6,98.7,978.0,158.95,10804.0,0.98,3.8655,34.32,10693.0,128.46,259.95,113.17,799.4,2560.0,275.7,4434.0,582.0,397.8,88.27,28.17,176.9,129.53,30.57,32.735,405.95,232.8,203250.0,0.0736,1277.0
2016-12-14,22.5,146.2,99.45,950.4,157.2,10590.0,0.9576,3.849,34.65,10602.0,122.5,259.0,112.35,792.2,2570.0,277.7,4443.0,632.0,403.05,86.65,27.97,173.7,128.56,30.5,32.645,395.0,231.3,199550.0,0.07228,1282.5
2016-12-15,22.665,150.51,99.0,969.9,158.25,10512.0,0.9765,3.839,34.3,10532.0,124.9,264.0,115.85,784.1,2575.0,273.3,4455.0,600.5,400.45,86.7,27.35,174.92,129.09,30.88,32.305,405.0,229.9,201450.0,0.0723,1292.0
2016-12-16,22.47,149.8,97.41,945.0,156.2,10525.0,0.9453,3.725,33.585,10720.0,122.73,266.6,115.18,793.0,2600.0,267.0,4460.0,600.0,410.5,84.89,26.72,173.9,128.42,31.0,32.265,403.35,231.2,202250.0,0.0737,1263.0
2016-12-19,22.755,148.82,97.48,923.3,154.6,10260.0,0.9261,3.793,33.21,10597.0,124.0,259.15,112.9,787.4,2526.0,275.0,4450.0,597.5,402.6,84.76,26.7,174.3,127.8,31.02,32.195,398.8,228.0,204050.0,0.07255,1255.0
2016-12-20,22.93,157.84,97.65,941.0,155.3,10249.0,0.9218,3.828,34.08,10709.0,122.5,259.7,113.11,779.2,2510.0,280.0,4449.0,589.5,400.15,84.71,26.13,175.9,128.45,30.87,32.1,410.0,229.0,201500.0,0.07259,1267.0
2016-12-21,22.7,158.36,97.6,922.9,153.06,10194.0,0.903,3.812,33.565,10750.0,120.4,256.0,111.88,775.1,2491.0,280.1,4449.0,590.5,399.65,84.8,25.74,174.71,129.63,30.48,31.31,410.95,225.4,197500.0,0.07175,1245.0
2016-12-22,22.595,155.63,96.95,910.7,150.27,10190.0,0.8934,3.755,34.085,10411.0,117.5,252.8,110.8,770.0,2508.0,282.0,4449.0,599.0,391.6,83.83,25.98,170.0,127.01,29.885,31.08,399.85,220.2,191400.0,0.0715,1246.0
2016-12-23,22.53,153.3,95.68,900.8,149.05,10170.0,0.8932,3.76,33.75,10408.0,116.67,250.0,111.48,760.4,2550.0,285.4,4449.0,604.5,382.85,83.09,25.67,171.15,128.13,30.03,31.25,394.65,222.7,195750.0,0.07204,1252.0
2016-12-26,22.41,153.8,97.09,919.0,148.95,10202.0,0.9023,3.747,33.79,10327.0,118.15,248.9,113.85,759.3,2557.0,287.5,4406.0,598.0,388.65,83.39,26.09,171.97,128.0,29.775,30.8,397.55,220.5,196300.0,0.0713,1245.0
2016-12-27,22.32,152.99,96.19,910.0,150.38,9896.0,0.9264,3.798,33.5,10400.0,119.43,248.7,113.4,775.0,2554.0,284.9,4386.0,608.5,398.0,83.64,25.98,172.27,128.13,30.02,31.09,402.95,222.3,199150.0,0.07278,1237.0
2016-12-28,22.5,152.98,96.24,906.0,151.0,9790.0,0.9127,3.785,32.705,10665.0,120.51,250.0,112.13,766.0,2540.0,283.0,4429.0,608.5,398.2,83.99,25.76,170.1,129.0,30.005,31.55,410.3,229.4,202600.0,0.07302,1228.0
2016-12-29,23.0,152.0,96.1,912.0,152.62,9951.0,0.918,3.8,33.11,10795.0,122.45,253.8,113.7,765.5,2551.0,289.0,4438.0,637.0,398.8,83.99,25.83,171.3,130.5,30.965,31.9,420.4,230.4,198500.0,0.07399,1241.0
2016-12-30,23.17,152.85,97.43,942.2,154.55,10122.0,0.9259,3.844,33.265,11000.0,125.59,259.0,114.98,791.9,2599.0,290.0,4431.0,638.5,402.8,84.0,26.23,173.25,129.75,30.95,32.07,427.0,235.0,197950.0,0.074,1247.5
2017-01-03,22.945,151.68,100.54,940.0,157.7,10245.0,0.93,3.881,33.01,11347.0,127.9,262.65,116.18,783.0,2593.0,291.5,4500.0,643.5,419.5,85.6,27.22,180.12,136.59,31.93,33.0,445.2,244.1,204100.0,0.07401,1241.0
2017-01-04,23.395,148.4,101.1,950.5,157.44,10195.0,0.92,4.0995,33.255,11220.0,130.0,259.3,116.3,775.0,2607.0,289.7,4500.0,662.5,406.4,84.8,27.11,175.95,134.8,31.8,32.9,446.4,244.0,207700.0,0.07315,1239.0
2017-01-05,23.3,148.01,101.25,942.0,154.0,10025.0,0.9154,4.13,32.95,10875.0,127.75,260.5,116.0,756.4,2575.0,286.8,4529.0,661.5,399.0,84.79,27.15,171.9,133.47,31.595,32.25,424.25,235.8,203900.0,0.07149,1252.0
2017-01-06,23.5,146.31,100.66,941.9,154.1,10040.0,0.9345,4.251,32.805,10900.0,125.57,257.0,112.14,754.9,2578.0,288.0,4527.0,654.0,392.5,85.28,26.81,170.69,132.5,31.69,32.545,423.45,233.3,202500.0,0.07097,1291.0
2017-01-09,23.38,143.13,99.07,951.0,154.4,10115.0,0.9349,4.15,32.905,10819.0,127.8,258.4,111.72,755.4,2608.0,289.1,4521.0,662.0,394.0,84.97,26.93,168.35,130.0,31.3,32.22,425.8,235.3,203450.0,0.07058,1317.0
2017-01-10,23.32,148.07,101.99,962.0,157.97,10397.0,0.9615,4.0905,33.57,10534.0,129.95,255.7,114.99,766.7,2623.0,289.4,4525.0,669.5,404.4,85.24,27.09,171.6,130.59,31.315,32.19,428.6,238.6,206700.0,0.07125,1319.5
2017-01-11,23.2,147.03,96.4,961.7,157.01,10439.0,0.949,4.1165,34.3,10000.0,134.77,257.1,115.29,748.7,2755.0,285.7,4520.0,668.0,397.5,85.1,27.21,169.05,128.8,31.3,31.92,431.25,237.9,210600.0,0.07021,1299.0
2017-01-12,23.4,157.91,101.95,955.3,157.25,9994.0,0.9699,4.0955,33.875,9880.0,137.6,257.95,115.99,752.4,2750.0,285.0,4520.0,677.5,390.95,85.7,26.98,168.27,128.12,31.36,32.365,438.0,238.9,221000.0,0.06955,1271.5
2017-01-13,24.4,156.9,101.85,942.6,157.95,9756.0,0.9731,4.025,34.1,9640.0,134.69,262.95,113.44,739.9,2719.0,287.5,4527.0,668.0,388.0,85.58,27.04,164.9,124.26,31.41,32.295,433.1,236.8,221450.0,0.06925,1286.5
