TRADEDATE,AFKS,AFLT,ALRS,CHMF,GAZP,GMKN,HYDR,IRAO,MAGN,MGNT,MOEX,MTSS,NLMK,NVTK,PHOR,PIKK,PLZL,POLY,ROSN,RTKM,RUAL,SBER,SBERP,SNGS,SNGSP,TATN,TATNP,TRNFP,VTBR,YNDX
2015-01-05,12.25,33.21,60.38,522.0,133.95,8590.0,0.5656,,11.279,9877.0,60.4,174.7,66.285,455.5,1784.0,191.7,1000.5,507.5,196.75,91.44,,56.37,38.59,24.24,29.6,238.0,134.7,130100.0,0.0675,1079.0
2015-01-06,12.37,33.07,61.28,556.9,138.92,9101.0,0.5684,,11.55,10400.0,61.9,179.9,66.7,476.7,1855.0,198.9,1047.0,545.5,200.3,95.28,,58.28,39.5,25.015,30.195,228.75,135.3,142990.0,0.06666,1092.0
2015-01-08,12.6,35.17,60.2,542.7,146.46,9550.0,0.5772,,12.35,10627.0,61.9,190.05,67.41,483.0,1776.0,191.2,1060.0,530.0,214.95,90.1,,65.7,43.75,26.265,31.6,245.0,136.0,130000.0,0.06741,1094.0
2015-01-09,12.61,34.0,61.91,548.55,141.7,9740.0,0.5498,,12.1,10542.0,60.14,195.0,67.9,475.1,1798.0,192.7,1050.0,541.0,206.6,89.03,,63.1,42.9,25.65,32.01,234.05,134.5,120820.0,0.06531,1098.0
2015-01-12,12.13,34.45,63.0,558.45,140.22,9839.0,0.5451,,11.893,10689.0,59.59,193.0,70.12,470.7,1795.0,188.0,1020.0,550.0,204.0,88.8,,62.9,42.41,25.45,31.36,228.25,133.3,128000.0,0.06353,1113.0
2015-01-13,12.25,35.0,66.4,583.0,142.64,10025.0,0.5415,,12.38,11180.0,58.51,204.5,72.505,489.4,1843.0,195.4,1035.5,562.0,204.9,87.24,,60.31,40.82,25.6,32.3,234.7,133.8,130990.0,0.0605,1153.0
2015-01-14,12.6,36.55,71.7,595.0,146.3,9600.0,0.552,,12.546,11450.0,61.22,210.2,72.35,497.9,1867.0,192.8,1024.0,559.0,209.5,86.73,,60.05,41.5,25.835,32.7,244.55,132.2,131910.0,0.0601,1177.0
2015-01-15,12.54,36.65,68.6,577.0,147.0,9290.0,0.5495,,12.28,11304.0,61.8,216.5,75.18,483.2,1890.0,189.8,1045.0,593.0,219.9,87.73,,61.8,41.7,25.99,32.82,251.3,137.5,130000.0,0.06273,1175.0
2015-01-16,12.43,36.05,69.55,587.9,149.6,9561.0,0.546,,12.151,11350.0,62.5,215.8,75.7,490.0,1955.0,194.1,1076.0,588.5,226.0,88.05,,61.99,42.03,26.15,34.25,260.0,137.3,130980.0,0.06522,1165.0
2015-01-19,12.48,36.34,69.7,589.0,148.11,9417.0,0.5381,,12.24,11235.0,63.45,215.0,75.43,487.0,2008.0,188.7,1090.0,586.5,225.3,88.0,,61.8,42.09,26.3,34.9,261.0,136.7,129790.0,0.06401,1165.0
2015-01-20,12.5,37.2,71.0,586.9,145.75,9470.0,0.5416,0.7641,12.366,11395.0,62.0,214.15,76.85,475.0,2054.0,188.1,1119.0,596.5,227.0,87.3,,60.8,42.24,26.6,36.4,257.0,137.4,130900.0,0.0621,1122.0
2015-01-21,12.63,38.1,76.5,592.0,148.8,9675.0,0.56,0.775,12.405,11855.0,64.5,222.95,76.47,490.4,2080.0,188.0,1120.0,602.0,234.6,87.5,,62.8,43.29,28.38,36.8,275.0,140.9,130900.0,0.0635,1083.0
2015-01-22,13.6,39.55,77.5,599.5,151.5,10386.0,0.5687,0.7908,12.8,12070.0,68.0,227.0,79.895,523.7,2111.0,188.0,1119.0,596.0,241.8,87.6,,64.35,44.8,29.95,38.1,287.3,150.9,132500.0,0.06362,1106.0
2015-01-23,13.62,40.15,76.0,587.0,152.83,10400.0,0.5609,0.7889,12.899,11750.0,69.11,228.0,79.505,512.0,2114.0,188.0,1070.0,587.0,243.9,90.7,,64.45,45.94,29.475,39.425,297.95,151.8,131970.0,0.0638,1117.0
2015-01-26,12.9,38.26,73.45,616.15,148.0,10755.0,0.5432,0.74,12.81,11540.0,66.6,214.25,82.845,504.0,2139.0,188.0,1051.0,610.0,237.25,87.11,,60.49,42.88,28.555,38.925,285.65,150.0,126630.0,0.0626,1121.0
2015-01-27,12.72,38.0,77.9,632.5,150.9,11179.0,0.5451,0.734,13.3,11270.0,67.84,215.55,86.695,505.5,2177.0,186.2,1040.0,602.0,239.0,86.5,,61.2,43.8,30.34,41.415,297.9,148.0,133500.0,0.06364,1095.0
2015-01-28,12.4,38.11,75.3,630.85,147.7,11534.0,0.5359,0.7273,13.048,10200.0,68.0,214.0,86.11,488.0,2245.0,186.6,1055.0,609.0,231.5,86.7,,60.63,43.15,29.1,40.35,289.0,154.2,135300.0,0.06718,1081.0
2015-01-29,12.74,37.3,76.3,634.2,145.0,11450.0,0.508,0.706,13.1,10550.0,69.3,219.55,89.155,480.4,2269.0,187.4,1055.0,619.5,226.55,85.5,,60.5,43.39,29.13,40.75,280.1,155.2,132740.0,0.0665,1075.0
2015-01-30,13.33,38.25,78.49,642.35,143.82,11610.0,0.5251,0.72,13.134,10590.0,70.0,217.85,91.995,460.0,2291.0,189.7,1049.5,638.0,229.35,86.61,,61.5,43.84,31.1,41.6,270.15,157.7,141900.0,0.06894,1075.0
2015-02-02,14.05,37.34,76.1,645.9,138.18,11280.0,0.511,0.72,13.16,10190.0,69.66,227.3,88.5,472.0,2260.0,188.1,1046.5,622.5,230.55,84.5,,61.4,42.7,31.7,41.9,285.0,161.0,137650.0,0.06696,998.0
2015-02-03,15.4,37.55,82.0,632.0,140.35,10990.0,0.5197,0.7171,13.715,10400.0,73.5,233.05,88.5,482.3,2226.0,187.9,1054.0,600.0,238.35,86.0,,62.0,43.23,32.99,42.85,294.0,163.4,139400.0,0.0677,997.0
2015-02-04,16.75,37.09,78.2,656.0,142.6,10750.0,0.518,0.7202,13.689,10340.0,73.3,232.0,89.305,478.5,2238.0,188.0,1052.0,614.0,239.0,85.6,,61.04,42.51,32.2,41.895,301.0,164.9,133810.0,0.06689,1050.0
2015-02-05,16.2,37.75,77.42,663.4,147.6,11100.0,0.5182,0.7385,13.638,10235.0,72.0,235.5,88.495,500.2,2226.0,188.5,1061.0,606.5,251.0,87.8,,62.41,43.5,34.095,42.61,319.35,171.5,136110.0,0.06786,1090.0
2015-02-06,16.5,38.0,79.0,701.2,151.6,11394.0,0.5292,0.7495,13.766,11075.0,74.8,240.8,91.045,522.2,2247.0,190.8,1060.0,619.0,261.0,89.8,,64.31,44.7,35.5,43.67,335.5,181.8,141950.0,0.06826,1084.0
2015-02-09,17.6,37.6,78.45,696.0,149.3,11352.0,0.5272,0.7888,14.13,11440.0,74.2,240.6,89.83,527.5,2242.0,203.0,1069.0,614.0,257.0,91.0,,65.57,45.6,35.85,43.7,324.0,184.0,139000.0,0.068,1078.0
2015-02-10,17.84,37.83,76.16,688.0,149.31,11345.0,0.5291,0.8071,14.216,11490.0,71.26,230.05,89.15,520.0,2240.0,204.2,1063.0,609.0,257.05,90.51,,65.0,45.28,36.6,44.4,320.55,183.8,136000.0,0.06821,1045.0
2015-02-11,17.85,38.0,77.15,695.0,150.55,11697.0,0.5275,0.877,14.5,11500.0,70.5,237.95,88.6,530.9,2319.0,202.0,1136.0,604.0,265.35,91.5,,65.12,45.93,36.8,43.815,320.5,183.7,140020.0,0.06905,1037.0
2015-02-12,18.38,39.39,73.6,713.0,157.7,12037.0,0.5385,0.8985,14.12,11855.0,72.5,250.95,88.79,539.5,2298.0,205.1,1100.5,601.0,274.05,90.1,,67.21,48.68,36.5,42.31,340.0,185.9,138500.0,0.069,1071.0
2015-02-13,18.85,40.4,73.35,711.5,162.4,12106.0,0.61,0.9001,14.01,12250.0,72.5,257.35,89.2,543.8,2209.0,204.2,1112.0,583.0,290.2,91.75,,70.6,52.77,36.6,41.51,353.0,185.0,139990.0,0.0694,1115.0
2015-02-16,20.05,40.41,72.5,685.0,160.19,11900.0,0.608,0.89,13.9,11920.0,74.88,252.3,85.5,524.6,2177.0,203.4,1150.0,582.0,279.7,91.1,,70.0,52.7,35.535,41.295,335.0,176.8,143010.0,0.06725,1070.0
2015-02-17,19.1,40.15,72.4,698.6,159.2,11375.0,0.5749,0.885,14.58,11820.0,75.45,252.0,85.555,522.7,2218.0,204.8,1130.5,576.0,275.95,91.0,,72.45,53.0,35.185,41.455,338.6,173.4,145400.0,0.06709,1030.0
2015-02-18,18.82,40.98,73.48,702.0,163.0,11140.0,0.6,0.8996,14.529,11766.0,78.4,250.35,85.65,527.5,2190.0,205.1,1118.5,561.5,281.45,91.78,,76.4,55.5,35.1,40.4,335.15,177.5,145820.0,0.06684,1084.0
2015-02-19,18.17,39.93,75.0,706.0,160.9,11355.0,0.5925,0.8639,14.4,11800.0,76.75,257.0,85.885,529.2,2123.0,198.6,1110.0,566.0,275.75,92.0,,73.78,53.19,34.85,40.16,343.3,179.4,144850.0,0.06696,1049.0
2015-02-20,18.28,40.0,75.7,704.9,158.0,11330.0,0.6285,0.884,14.52,11796.0,75.69,252.5,85.9,518.1,2128.0,194.5,1096.0,570.0,274.0,91.03,,74.75,54.09,34.335,40.35,345.8,178.0,146400.0,0.0666,1053.0
2015-02-24,17.32,39.6,73.87,698.1,154.99,11348.0,0.6002,0.86,14.471,11687.0,76.5,250.3,84.58,518.3,2127.0,194.7,1100.0,557.5,268.65,88.75,,73.7,52.67,34.2,39.455,340.0,181.3,143300.0,0.06451,1038.0
2015-02-25,17.71,38.99,73.0,689.0,150.7,11061.0,0.6025,0.8585,14.228,11510.0,76.6,248.6,83.03,506.7,2070.0,189.8,1105.0,551.5,263.45,86.6,,74.2,52.36,33.58,38.65,326.6,174.0,138290.0,0.0667,1025.0
2015-02-26,18.03,39.5,70.12,684.0,151.65,11093.0,0.647,0.922,14.26,11574.0,77.45,253.5,81.695,499.3,2090.0,189.2,1111.5,533.5,263.85,89.8,,75.95,54.45,34.715,39.66,327.55,170.9,137000.0,0.0701,1009.0
2015-02-27,18.32,39.19,68.5,682.0,152.95,11182.0,0.6448,0.9188,14.6,11305.0,76.9,249.0,81.1,503.7,2109.0,195.0,1110.0,541.5,265.85,91.0,,75.91,53.7,34.2,38.69,316.0,168.6,138000.0,0.068,1016.0
2015-03-02,18.12,39.5,68.95,707.6,155.5,11269.0,0.6458,0.9303,14.93,11367.0,76.01,247.55,82.7,512.2,2141.0,192.1,1130.0,539.5,269.7,90.7,,76.2,54.1,36.5,41.01,330.95,169.8,136630.0,0.0681,1000.0
2015-03-03,18.0,39.89,72.05,738.45,159.0,11480.0,0.6427,0.9259,15.9,11650.0,74.88,257.25,84.94,522.0,2199.0,192.5,1138.0,541.0,277.0,90.32,,75.55,54.15,36.82,42.325,333.55,176.0,140240.0,0.06951,1000.0
2015-03-04,17.6,38.55,73.95,730.0,154.0,11140.0,0.63,0.9558,15.73,11100.0,70.67,252.0,81.75,512.7,2190.0,188.0,1134.5,518.5,264.95,90.0,,72.31,52.91,35.9,41.3,319.0,175.9,136970.0,0.068,996.0
2015-03-05,17.41,38.47,74.41,730.05,154.8,11180.0,0.6265,0.97,15.9,11360.0,70.0,247.5,82.15,512.4,2153.0,188.4,1138.5,516.0,269.6,88.5,,72.7,53.5,35.9,42.45,313.4,171.0,135000.0,0.0664,970.0
2015-03-06,16.9,38.96,74.5,721.0,152.12,10990.0,0.6236,0.9683,15.98,11347.0,69.0,244.5,81.6,498.7,2101.0,188.4,1125.5,497.0,263.5,89.55,,73.25,53.36,35.085,41.225,298.2,163.9,135900.0,0.06472,932.0
2015-03-10,15.7,36.65,74.55,710.35,148.05,10425.0,0.585,0.945,15.05,10820.0,65.0,234.5,77.6,485.0,2117.0,188.1,1116.5,488.0,253.0,87.0,,69.8,50.77,33.75,39.45,283.65,160.5,136400.0,0.0626,885.0
2015-03-11,15.06,36.65,75.0,734.5,145.99,10588.0,0.5805,0.9495,15.497,10835.0,67.9,234.0,80.005,482.0,2109.0,189.8,1118.0,473.5,251.45,86.49,,70.68,50.45,34.1,40.0,285.9,162.1,136800.0,0.06328,898.0
2015-03-12,15.31,38.45,75.0,710.0,144.7,10730.0,0.585,0.9313,15.485,10600.0,69.2,232.35,77.93,471.8,2105.0,189.8,1125.5,491.5,247.7,84.06,,70.79,49.95,34.4,40.5,284.85,164.9,131500.0,0.0645,894.0
2015-03-13,14.83,37.18,76.12,708.1,141.8,10380.0,0.5669,0.9107,15.555,10350.0,67.3,230.3,77.8,461.7,2051.0,187.3,1116.0,470.0,241.3,83.06,,67.87,48.6,33.985,40.155,277.95,162.8,132620.0,0.06332,880.0
2015-03-16,14.89,36.5,79.61,708.6,139.75,10298.0,0.5408,0.88,15.375,10350.0,67.26,222.7,76.875,466.0,2005.0,178.9,1065.0,477.0,236.7,82.0,,65.57,46.91,33.03,39.8,272.0,156.4,133910.0,0.0621,878.0
2015-03-17,16.0,35.01,82.8,692.8,139.7,10595.0,0.54,0.919,15.317,10360.0,66.5,220.4,77.0,460.0,2035.0,170.7,1000.0,470.0,237.0,82.13,,64.65,46.27,33.45,39.875,271.45,156.5,132150.0,0.061,889.0
2015-03-18,16.52,35.1,79.5,690.0,140.25,10692.0,0.5413,0.8959,15.066,10699.0,67.7,227.3,77.435,464.0,2105.0,181.0,998.0,464.0,243.4,81.25,,65.26,47.0,34.105,40.21,281.45,165.0,132770.0,0.0624,877.0
2015-03-19,16.35,35.0,77.0,680.75,136.81,10410.0,0.5441,0.9117,14.455,10500.0,66.99,227.0,77.455,447.0,2083.0,184.8,1045.0,472.0,237.05,81.3,,64.9,46.55,34.5,39.7,288.45,163.0,128650.0,0.0623,874.0
2015-03-20,16.6,33.5,78.0,683.0,136.0,10501.0,0.5491,0.8399,14.022,10900.0,65.8,238.95,78.015,453.0,2110.0,187.7,1042.5,484.0,239.3,77.5,,67.0,47.51,35.225,42.6,294.25,164.7,124000.0,0.0634,866.0
2015-03-23,16.59,34.0,74.9,674.5,134.61,10420.0,0.5235,0.861,14.388,10550.0,65.98,238.75,75.65,434.8,2018.0,195.0,1008.0,483.5,239.95,76.0,,65.0,46.1,34.595,42.59,282.5,164.0,126430.0,0.06172,874.0
2015-03-24,16.89,34.24,75.5,661.7,137.15,10330.0,0.5238,0.8788,14.0,10798.0,69.0,246.0,75.98,429.4,2000.0,195.0,1013.0,476.0,244.0,82.98,,65.6,45.71,35.845,42.605,281.0,164.5,124650.0,0.063,866.0
2015-03-25,17.6,33.6,73.6,658.15,134.9,10500.0,0.515,0.8755,13.7,11000.0,69.25,249.65,73.76,430.3,2041.0,192.9,1001.5,492.5,242.7,81.71,,64.8,45.8,36.355,42.6,277.5,165.1,124900.0,0.0628,885.0
2015-03-26,17.04,32.5,70.2,636.9,132.2,10310.0,0.51,0.892,13.299,11140.0,69.43,242.75,72.675,418.0,2011.0,194.1,1002.0,488.5,237.1,79.5,,62.85,44.65,34.73,41.62,269.5,160.6,123800.0,0.0606,880.0
2015-03-27,17.3,32.7,70.23,642.8,134.88,9905.0,0.505,0.931,14.0,11038.0,66.65,243.0,73.11,416.5,2011.0,194.0,1066.0,480.5,237.25,78.49,,61.0,44.15,35.1,41.7,267.0,160.3,124180.0,0.0595,883.0
2015-03-30,17.4,34.04,71.31,657.0,137.0,10530.0,0.5236,1.045,14.0,11185.0,68.99,246.3,76.6,432.0,2057.0,192.3,1028.0,486.5,247.5,78.5,37.34,63.01,46.03,35.69,43.25,278.9,168.8,123990.0,0.06002,887.0
2015-03-31,17.9,34.0,72.0,658.0,138.9,10399.0,0.5265,1.0999,14.99,11350.0,69.0,247.0,77.615,432.0,2011.0,193.0,1016.5,498.0,252.15,79.0,36.79,62.88,45.63,35.1,44.5,287.0,165.7,124500.0,0.06,893.0
2015-04-01,17.75,36.14,73.0,644.5,143.0,10539.0,0.539,1.12,15.149,11750.0,70.26,250.9,77.01,450.3,2042.0,193.2,1028.0,490.0,261.35,80.0,35.825,64.5,47.3,35.99,45.35,300.1,169.6,126210.0,0.06039,902.0
2015-04-02,17.85,35.76,73.61,643.0,143.9,10090.0,0.54,1.1034,14.802,11971.0,75.49,250.0,76.74,467.2,2014.0,186.0,1011.0,480.0,262.55,80.42,36.45,65.92,48.9,37.0,47.5,301.5,166.8,133000.0,0.0617,919.0
2015-04-03,17.65,35.76,72.41,641.05,143.94,10237.0,0.5568,1.105,14.731,11799.0,74.75,248.6,77.83,476.4,2002.0,193.0,1013.0,484.0,263.7,80.7,36.72,65.5,48.86,36.69,46.845,299.0,165.9,129070.0,0.06162,940.0
2015-04-06,17.7,36.5,72.82,638.2,145.7,10200.0,0.5681,1.1747,14.698,11900.0,76.49,253.9,76.89,478.0,2020.0,192.4,1016.5,481.5,266.15,83.19,36.8,68.99,50.62,37.33,46.5,307.45,166.6,127600.0,0.0623,934.0
2015-04-07,17.23,36.6,70.99,636.9,146.2,10125.0,0.5635,1.1759,15.095,12020.0,77.01,255.0,74.69,474.4,1995.0,189.6,1027.5,476.0,264.1,84.33,36.66,69.6,51.35,37.39,46.0,305.5,164.0,128570.0,0.06014,942.0
2015-04-08,16.61,35.75,69.0,620.0,147.27,9986.0,0.5668,1.1749,15.257,11890.0,75.2,253.0,72.39,470.6,1983.0,192.0,1022.0,467.0,263.7,84.02,37.49,69.4,50.7,36.7,45.895,303.0,167.4,126300.0,0.06,946.0
2015-04-09,16.3,35.1,65.5,612.6,148.1,9740.0,0.5475,1.145,15.052,11744.0,72.3,252.0,70.05,465.5,1955.0,182.4,1025.0,449.0,258.55,80.25,36.55,72.0,51.8,36.835,45.2,297.95,164.5,119560.0,0.05879,939.0
2015-04-10,16.72,38.0,65.2,607.0,148.0,9936.0,0.5421,1.112,14.46,11711.0,73.5,248.0,69.87,463.6,1899.0,192.0,1035.0,441.0,256.95,81.77,35.38,71.5,51.97,35.99,44.18,297.2,161.9,120490.0,0.0587,940.0
2015-04-13,16.68,37.13,62.02,604.5,148.8,9839.0,0.5863,1.0794,15.249,12300.0,74.5,253.1,71.48,477.2,1930.0,192.0,1059.5,443.0,255.5,82.6,34.79,74.1,53.5,36.8,44.0,303.0,165.0,124400.0,0.05903,941.0
2015-04-14,16.37,37.7,64.5,590.0,144.4,9520.0,0.5785,1.083,14.9,11801.0,73.4,253.5,67.985,462.9,1921.0,192.0,1045.0,439.0,249.5,83.15,34.49,74.05,53.95,36.95,43.0,301.0,164.3,121940.0,0.0579,910.0
2015-04-15,17.12,38.5,63.84,580.95,150.1,9632.0,0.578,1.156,14.26,11870.0,73.3,263.0,67.59,480.7,1900.0,195.6,1090.0,445.0,254.4,82.58,34.7,76.49,54.41,37.25,42.49,303.05,166.0,122490.0,0.05826,973.0
2015-04-16,17.25,39.16,64.85,566.55,152.4,9480.0,0.601,1.145,13.715,11600.0,76.0,263.7,65.39,493.0,1955.0,189.2,1120.5,431.0,259.25,84.3,34.6,76.5,54.5,39.0,42.45,313.0,168.0,122640.0,0.05891,1028.0
2015-04-17,17.15,38.28,63.8,563.0,149.3,9460.0,0.572,1.1488,13.91,11520.0,73.6,257.0,68.0,504.8,2021.0,186.0,1143.0,443.5,256.0,83.0,34.54,72.5,50.11,37.5,41.0,292.2,164.0,118150.0,0.05805,1053.0
2015-04-20,16.44,37.75,66.33,564.95,153.96,9590.0,0.5651,1.1518,15.002,11664.0,75.59,252.9,67.6,507.0,2065.0,188.4,1175.0,430.5,260.5,82.61,32.845,73.5,49.29,37.395,41.65,301.2,166.0,123250.0,0.058,1054.0
2015-04-21,16.43,37.72,67.62,569.0,155.35,9700.0,0.585,1.148,15.49,12207.0,76.1,255.15,70.9,523.3,2127.0,187.0,1220.0,437.5,259.7,83.0,31.98,75.24,50.69,37.205,41.455,304.5,165.8,124470.0,0.0585,1091.0
2015-04-22,16.25,38.99,67.8,572.6,150.8,9600.0,0.5814,1.1601,15.2,12135.0,75.8,252.4,69.73,505.1,2154.0,188.0,1316.0,430.5,252.4,81.75,31.99,73.9,49.47,36.46,41.0,295.85,165.8,121000.0,0.05814,1081.0
2015-04-23,15.9,38.65,65.85,548.7,150.15,9530.0,0.5729,1.1406,14.995,11900.0,74.01,253.25,68.01,499.6,2102.0,190.0,1270.5,422.5,249.1,81.4,31.0,75.8,50.44,35.6,39.3,304.45,165.4,117800.0,0.0569,1076.0
2015-04-24,16.06,39.2,66.25,550.0,153.89,9719.0,0.5875,1.1477,14.599,11824.0,75.2,255.15,67.54,498.9,2119.0,188.5,1324.5,429.0,258.2,81.68,30.2,75.75,50.88,36.8,39.79,297.0,165.3,118990.0,0.05984,1052.0
2015-04-27,16.05,39.33,67.14,565.1,152.05,9665.0,0.573,1.1756,15.0,11577.0,76.65,257.8,68.97,496.4,2111.0,188.2,1400.0,,256.0,80.95,30.325,75.2,51.22,36.21,39.63,306.8,169.6,119320.0,0.05991,1070.0
2015-04-28,16.12,39.0,67.72,575.3,152.79,9673.0,0.584,1.1952,14.84,11350.0,74.35,261.0,67.86,495.4,2069.0,190.1,1501.5,,256.55,79.7,31.77,75.7,50.39,36.4,39.375,309.9,167.9,121000.0,0.06215,986.0
2015-04-29,16.0,39.5,67.8,570.6,152.5,9552.0,0.58,1.185,14.641,11458.0,74.03,258.0,68.0,499.0,2018.0,190.5,1515.0,,255.0,78.95,31.13,75.2,49.71,36.505,39.27,296.75,167.2,120550.0,0.0631,997.0
2015-04-30,15.96,38.15,68.39,578.55,153.5,9640.0,0.5985,1.2098,15.12,11280.0,77.0,265.0,68.28,494.0,2039.0,192.0,1545.0,,256.5,79.25,31.41,76.9,50.0,38.4,38.85,292.35,167.0,121320.0,0.0655,1001.0
2015-05-05,16.3,40.2,71.75,576.5,156.33,10170.0,0.63,1.238,15.103,11038.0,79.4,267.25,68.4,501.0,2002.0,192.8,1587.5,419.0,261.5,80.8,31.21,80.21,52.0,38.39,41.36,303.75,166.5,126650.0,0.06855,985.0
2015-05-06,16.25,40.41,69.5,571.8,155.25,10500.0,0.623,1.223,14.678,11083.0,78.8,262.55,67.76,490.6,1980.0,188.8,1610.0,424.5,259.9,80.92,31.3,79.2,52.28,37.35,41.59,309.9,166.5,124250.0,0.06831,1006.0
2015-05-07,16.11,40.02,69.0,583.0,152.1,10201.0,0.6122,1.215,14.75,11090.0,76.0,260.0,68.78,490.0,1939.0,192.7,1665.5,420.0,255.25,79.97,30.72,76.5,50.72,36.5,41.0,301.3,165.5,119100.0,0.06752,968.0
2015-05-08,16.31,40.7,68.13,589.8,155.52,10540.0,0.6132,1.231,14.665,11295.0,73.49,264.85,69.0,502.7,2003.0,194.8,1691.0,445.5,259.45,79.9,31.59,75.5,50.79,36.45,40.9,303.25,166.5,123570.0,0.0675,979.0
2015-05-12,16.2,40.5,69.15,617.0,154.2,10680.0,0.622,1.266,14.999,11220.0,74.5,266.3,72.69,502.7,2020.0,194.4,1590.0,438.5,258.35,81.5,31.0,75.19,49.43,35.44,37.48,308.85,166.5,124710.0,0.06647,979.0
2015-05-13,16.28,41.49,69.0,595.7,151.74,10435.0,0.6124,1.24,14.511,11100.0,73.5,271.0,70.01,501.4,1981.0,194.3,1605.5,438.0,252.45,79.71,30.8,75.24,50.0,35.125,38.105,303.2,166.0,122010.0,0.066,944.0
2015-05-14,16.58,41.09,66.49,620.3,151.8,10245.0,0.6165,1.248,14.71,11240.0,71.4,268.7,71.88,500.9,1995.0,199.7,1585.0,441.0,255.7,79.74,31.3,74.31,50.3,35.0,38.005,298.55,163.2,120230.0,0.06515,971.0
2015-05-15,16.78,40.61,66.7,621.7,152.98,10288.0,0.6137,1.231,15.352,11372.0,72.25,269.05,72.1,504.1,2005.0,199.8,1600.0,432.5,257.45,79.95,31.03,75.05,50.36,35.94,39.1,296.7,163.9,124900.0,0.06843,950.0
2015-05-18,17.0,40.52,66.4,605.2,151.9,10248.0,0.6121,1.195,15.06,11042.0,73.54,267.65,70.8,502.0,1960.0,201.5,1613.5,433.5,256.1,80.5,30.74,75.36,50.45,35.35,39.445,293.75,162.2,120010.0,0.071,944.0
2015-05-19,16.9,39.9,66.45,603.9,149.85,10039.0,0.5945,1.1745,14.82,10986.0,72.63,260.0,69.7,495.5,1997.0,203.0,1621.5,421.5,252.25,80.74,30.4,73.35,49.68,34.395,39.45,294.95,160.9,117620.0,0.07202,939.0
2015-05-20,16.85,38.85,65.34,596.6,146.35,10180.0,0.595,1.1745,15.015,10940.0,73.18,252.65,68.86,494.7,1969.0,204.0,1637.0,435.0,245.9,80.25,29.7,71.6,48.95,33.35,38.5,294.15,160.6,117570.0,0.072,926.0
2015-05-21,16.98,39.28,66.6,615.1,147.16,10210.0,0.5868,1.172,14.95,11035.0,74.82,251.0,72.1,508.6,1974.0,203.8,1612.0,437.0,245.65,80.4,29.4,73.25,49.66,35.0,39.2,297.85,160.7,117570.0,0.07507,935.0
2015-05-22,17.0,41.2,67.0,617.6,148.8,9534.0,0.58,1.198,14.68,11020.0,75.15,252.5,73.67,512.4,1975.0,203.2,1612.0,433.0,249.9,80.4,28.9,74.35,49.3,34.6,38.94,302.6,160.9,119430.0,0.07777,928.0
2015-05-25,16.86,41.1,67.16,613.8,146.69,9515.0,0.579,1.2275,14.99,10910.0,75.47,254.0,73.21,506.8,1964.0,202.9,1607.5,430.0,244.6,80.19,29.0,74.46,49.05,33.85,38.99,297.3,158.1,117950.0,0.0795,928.0
2015-05-26,16.91,40.23,65.7,617.2,145.25,9250.0,0.575,1.241,14.582,10813.0,74.3,249.4,72.13,515.7,1997.0,206.9,1606.5,433.0,245.15,79.63,29.05,74.67,48.97,33.5,39.16,292.0,156.9,119900.0,0.0815,923.0
2015-05-27,16.97,40.4,66.53,630.9,147.66,9380.0,0.5817,1.255,14.882,10653.0,72.89,244.5,72.8,524.4,2015.0,199.4,1601.5,438.0,247.5,80.0,29.0,74.23,47.8,32.8,39.56,297.0,158.3,123000.0,0.0826,919.0
2015-05-28,16.96,40.75,68.74,629.2,146.11,9397.0,0.5739,1.271,14.824,10655.0,71.23,246.85,74.68,528.5,2042.0,193.4,1591.5,453.5,245.8,79.43,29.38,73.6,47.54,32.61,39.41,300.8,160.1,124300.0,0.0805,950.0
2015-05-29,16.9,41.1,63.25,608.4,139.0,9005.0,0.5873,1.249,14.705,10510.0,72.0,243.0,73.0,522.5,2001.0,183.1,1575.0,438.5,234.0,80.95,28.78,73.5,48.25,31.0,37.2,280.2,155.0,123450.0,0.08025,941.0
2015-06-01,16.87,40.53,64.4,611.1,139.4,9303.0,0.5691,1.2205,14.709,10456.0,72.23,241.4,73.68,525.1,2081.0,186.4,1567.0,447.0,236.0,81.9,28.75,72.65,48.03,31.885,39.08,290.4,157.1,123220.0,0.08035,950.0
2015-06-02,17.1,40.0,62.74,615.0,140.75,9619.0,0.5751,1.24,15.21,10892.0,73.5,245.3,73.4,536.3,2086.0,191.7,1515.0,456.0,237.5,83.55,29.0,73.92,49.2,31.9,38.9,294.25,158.1,127030.0,0.08021,997.0
2015-06-03,16.93,39.3,60.5,622.0,140.71,9704.0,0.562,1.22,14.655,10765.0,71.15,241.05,73.0,539.4,2085.0,186.0,1510.0,451.5,233.1,84.22,28.8,71.72,48.11,31.505,38.75,293.25,153.7,125150.0,0.08105,980.0
2015-06-04,17.22,40.07,61.68,607.9,140.2,9742.0,0.5818,1.1925,14.823,10750.0,70.55,239.5,75.2,538.2,2220.0,190.0,1483.0,455.5,236.25,85.01,29.2,71.25,47.64,31.965,39.05,297.0,155.0,130470.0,0.08105,993.0
2015-06-05,17.67,39.8,62.94,618.1,142.4,9986.0,0.5885,1.152,14.832,10685.0,72.8,239.3,75.2,541.9,2244.0,189.0,1475.5,460.5,236.75,88.23,29.26,70.61,47.85,31.9,39.555,300.9,156.6,134890.0,0.08107,976.0
